time_created,screen_name,name,tweet,loca_tion,descrip_tion,verified,followers,source,geo_enabled,retweet_count,truncated,lang,likes
2022-08-30 08:06:16+00:00,ODINAKA_OFORAH7,ODINAKACHUKWU, adeyanjudeji TINUBU has been campaigning base on tribe  Atiku has been campaigning base of 90  of Northern people not on social media     Again The Churches helped Buhari 2015 19     What changes now  Because the Churches have found APC and PDP to be deceivers and chose to role with Peter Obi,,GOOD GOVERNANCE AND ECONOMIC PROSPERITY OVER ETHNICITY AND SENTIMENT ,False,163,Twitter for Android,False,0,False,en,4
2022-08-29 17:39:07+00:00,zealOhafia1,Mr Zeal Uduma, jrnaib2  PeterObi Peter Obi was with GEJ putting effort to help PDP retain power in 2015  while Atiku ran to APC to help Buhari into power   Tell me who s wicked here between P O and Atiku  ,,God    family     Chelsea    humanity,False,568,Twitter for Android,False,1,False,en,2
2022-08-29 07:14:20+00:00,IncreteNG,Increte,Hisense inverter AC 1HP  Price    120 000  With installation kit  Location  Enugu 09093333395  Nigeria Abuja Soludo Reno Peter Obi BBNaija Kaduna EFCC Buhari Atiku wike tinubu ASUU PDP APC PVC  Coal__City  Jamessucre2  Enugu_  The042Network  EnuguGod  The042Network https   t co AY1RYblQ26,"Enugu, Nigeria",your desire home is our concern,False,28,Twitter for Android,False,0,False,in,0
2022-08-29 07:14:08+00:00,IncreteNG,Increte,LG inverter AC 1 5HP  Price  1 5HP    165 000  With installation kit  Location  Enugu 09093333395  Nigeria Abuja Soludo Reno Peter Obi BBNaija Kaduna EFCC Buhari Atiku wike tinubu ASUU PDP APC PVC  Coal__City  Jamessucre2  Enugu_  The042Network  EnuguGod  The042Network https   t co 3zXYfCCZTC,"Enugu, Nigeria",your desire home is our concern,False,28,Twitter for Android,False,0,False,in,0
2022-08-28 19:26:13+00:00,sammywad_,Samuel Wadzani, TonyeBarcanista I feel the pressure   you will understand come 2023  this movement is not political it is for our mothers land  it bigger than atiku pdp buhari tinubu APC than LP and even peter obi  every time you bring politics into this matter you have missed the point,"Federal Capital Territory, Nig",,False,5,Twitter for Android,False,0,False,en,14
2022-08-28 16:03:22+00:00,PdpUpdate,PDP Update,His Excellency  Atiku Abubakar and other PDP leaders formally receive Senator Ibrahim Shekarau back the PDP     PDPupdate      BBNaija Peter Obi Tinubu Buhari APC Atiku  ASUU Obasanjo Ambode Shattima Kayode  Ashawo Soro Soke Muslim Wike  Obidatti2023 Asiwaju  Osinbajo  OBIDIENTS https   t co OnZAqV2IVa,Nigeria,People s Democratic Party Updates,False,0,Twitter for Android,False,0,False,in,2
2022-08-28 10:59:24+00:00,youkayeff,Youkay🗣️🗣️, TheNationNews It took Atiku  Tinubu  Buhari to deceive Nigerians out of voting Goodluck Jonathan and PDP   now it s taking only Peter Obi to deceive Nigerians out of APC and PDP   one man squad  ,Nigeria,self aware  ,False,16,Twitter for Android,False,0,False,en,0
2022-08-28 10:26:49+00:00,Donnesty,Mazi Nweke Prince C.E🤴,Tinubu has made a lot of people  He knows how to get the best from people   He recently made a bishop out of a plumber              PeterObi4President2023  PeterObiInAmerica  OBIDIENTS Atiku   Peter Obi   Onitsha   Anambra   Buhari   Abuja   Kaduna   IPOB   APC   PDP   Tompolo,"Abuja, Nigeria",PCG Consult   Travels   Tours   Easygoing   Travel With Comfort   Lover Of GOD   Proudly Igbo   LEO    Matthew 6 33,False,122,Twitter for iPhone,True,1,False,en,3
2022-08-27 17:29:33+00:00,kennyokolugbo,kenny Okolugbo,Hilda Dokubo hit d nail on d head in Rivers State her base  Port harcourt didn t wait for instructions from Wike so while will Kaduna wait  Peter Obi should negotiate with El Rufai   Atiku had scores of APC received by PDP at Daura  Buhari state has given up on him security   https   t co sXWDhpKhSp,Lagos Nigeria,Chief Executive Ken kol nig ltd leading property company  former Commissioner Desopadec Delta State  Knight of Saint Christopher,False,1334,Twitter for iPhone,True,1,False,en,5
2022-08-27 05:46:29+00:00,CC_okoro,Chikezie 🇳🇬, DrOkaforEmmanu1 And why did Atiku run out of PDP to join APC and now back to PDP  Atiku is the most unstable politician after Buhari in the history of Nigeria   This Obi hysteria is a manifestation of the your self centered self struggling to embrace the reality that PETER OBI WILL BE PRESIDENT ,"Abuja, Nigeria",I m watching   ,False,1951,Twitter for Android,False,0,False,en,2
2022-08-26 21:27:32+00:00,Blesse_frank,Blessed Obidient, ChiawalamC  Carlitopapa If PDP had Peter Obi as their presidential candidate all this while  by now  APC would have been a dead party completely  APC is talking now because of PDP s mistake of fielding Atiku who is from the North and another Fulani just like Buhari ,JHB,Entrepreneur   Political activist Gospel preacher Love of God and humanity,False,682,Twitter for Android,True,0,False,en,0
2022-08-26 11:24:41+00:00,gudluckdaddy,Olusola Abiodun Francis, GovernorIkpeazu GREEDINESS ARE KILLING NIGERIAN POLITICIANS  PDP SHOULD HAVE PRESENTED PETER OBI AND APC PRESENTED ANOTHER YOUNG SOUTH EAST CANDIDATE ALL IN THE NAME OF FAIRNESS   BUT I WAS SURPRISED TO SEE ATIKU ANOTHER FULANI AFTER 8 YEAR OF BUHARI AND BAT FORCING THEIR WAYS INTO PRESIDENCY ,,Believer in Christ Jesus  Teacher  Crypto investor and Programming learner ,False,189,Twitter Web App,False,0,False,en,0
